ID,Caption,Date,Era,Facts,Sources,Conflicts
violent-delights-song,"""Violent Delights"" (Song)",,Screen Violence,"- ""Violent Delights"" was inspired by The Prodigy, per the context of Martin Doherty's discussion of Screen Violence's production approach in an August 2021 interview. [1]
- At the time of the August 2021 Screen Violence promo period, Mayberry anticipated air drumming the song's explosive breakdown when CHVRCHES eventually got to perform the songs live. [1]
- The Skinny (August 2021) noted that Mayberry's voice is ""pushed to its raw limits"" on ""Violent Delights."" [1]
- Iain Cook named ""Violent Delights"" as one of his favourite songs to play live during the Screen Violence tour. The chorus is technically difficult for stand-in keyboard players to replicate; Mayberry noted they would say: ""That fuckin' bit in the chorus of 'Violent Delights,' I can't get it!"" [2]
- ""Violent Delights"" received its first-ever live performance at the opening show of the Screen Violence North American tour at White Oak Music Hall, Houston, TX (approximately 2021-11-13). [3]","1. www.theskinny.co.uk-music-interviews-chvrches-interview-screen-violence
2. consequence.net-2021-12-chvrches-band-of-the-year-2021-interview
3. coogradio.com-2021-11-chvrches-delivers-a-killer-set-at-houstons-white-oak-music-hall"
warning-call-song,"""Warning Call"" (CHVRCHES x Solar Fields, Mirror''s Edge Catalyst, 2016)",,Every Open Eye,"- In 2016, CHVRCHES collaborated with Solar Fields on ""Warning Call,"" which appeared in the video game Mirror's Edge Catalyst. [1]
- ""Warning Call"" was released in Australia as a commercial single on 2016-05-13 on Virgin, per the australian-charts.com singles discography. [2]","1. www.allmusic.com-artist-chvrches-mn0003052164-related
2. australian-charts.com-showinterpret.asp-interpret-Chvrches"
young-fathers-tbowytb-support,Young Fathers as CHVRCHES Tour Support,,The Bones of What You Believe,"- Lauren Mayberry confirmed in December 2013 that Young Fathers had toured with CHVRCHES as a support act. [1]
- Young Fathers were signed to Anticon at the time they toured with CHVRCHES, confirmed by Lauren Mayberry in December 2013. [1]
- Lauren Mayberry described Young Fathers in December 2013 as a Scottish band originally from Edinburgh, recommending them as an emerging act to watch. [1]",1. www.youtube.com-watch-v-4c84i8R5H-8
chvrches-barrowland-ballroom-glasgow-2023-06-10,"CHVRCHES at Barrowland Ballroom, Glasgow, 10 June 2023",10.06.2023,Screen Violence,"- The show on 2023-06-10 was the first of two consecutive sell-out nights at Barrowland Ballroom, Glasgow, billed as part of the Screen Violence World Tour; Backseat Mafia described this run as the tour reaching its ""climax."" [1]
- The set included at least: 'He Said She Said' (opener), 'Forever', 'How Not To Drown', 'Final Girl', 'Science/Visions', 'Asking For A Friend', 'The Mother We Share', and 'Clearest Blue' (partial setlist). [1]
- The stage featured a large backdrop screen showing synchronized visual content: a slow-motion drowning sequence accompanied 'How Not To Drown', and blood-red trees in a shadowy forest accompanied 'Final Girl'. [1]
- Mayberry had approximately four costume changes across the set; during the encore she appeared theatrically covered in fake blood. [1]
- As of the review's publication date (2023-06-14), CHVRCHES were next scheduled to perform at Glastonbury following these Barrowland shows. [1]",1. www.backseatmafia.com-live-review-chvrches-barrowland-ballroom-glasgow-10-06-23
chvrches-brixton-academy-london-2022-03-16,"CHVRCHES at Brixton Academy, London (2022-03-16)",16.03.2022,Screen Violence,"- CHVRCHES performed at Brixton Academy, London on 2022-03-16 as part of the Screen Violence album tour cycle. [1]
- Support was provided by High School, described by the reviewer as ""equally 80s inspired with a sound reminiscent of The Smiths."" [1]
- Robert Smith made an on-stage appearance at this show. [1,2]
- The stage backdrop featured VHS tape motifs projected onto it. [1]
- Mayberry wore a glistening red leather dress with dramatic shoulder pads for this performance. [1]","1. www.backseatmafia.com-live-review-chvrches-high-school-brixton-academy-london-16-03-2022
2. www.brumlive.com-chvrches-birmingham-o2-academy-18th-march-2022"
best-kept-secret-festival-2014-06,"CHVRCHES at Best Kept Secret, Hilvarenbeek, Netherlands — June 2014",21.06.2014,The Bones of What You Believe,"- CHVRCHES performed at the Best Kept Secret festival in Hilvarenbeek, Netherlands on 2014-06-21. [1]",1. www.youtube.com-watch-v-3xbe7ELMBmI
southside-festival-2014-06,"CHVRCHES at Southside Festival, Neuhausen ob Eck, Germany — June 2014",22.06.2014,The Bones of What You Believe,"- CHVRCHES performed at the Southside Festival in Neuhausen ob Eck, Germany on 2014-06-22. [1]",1. www.youtube.com-watch-v-3xbe7ELMBmI
rock-a-field-festival-2014-06,"CHVRCHES at Rock a Field, Roeser, Luxembourg — June 2014",29.06.2014,The Bones of What You Believe,"- CHVRCHES performed at the Rock a Field festival in Roeser, Luxembourg on 2014-06-29. [1]",1. www.youtube.com-watch-v-3xbe7ELMBmI
chvrches-gloria-cologne-2014-02,"CHVRCHES at the Gloria Theater, Cologne — February 2014",,The Bones of What You Believe,"- CHVRCHES performed at the Gloria Theater in Cologne in 2014-02; all three members (Lauren Mayberry, Martin Doherty, Iain Cook) were filmed backstage for Backstage Broadcast's ""Favourite Albums"" series (Ep. 06), published 2014-02-19, discussing Kate Bush's Hounds of Love. [1]",1. www.youtube.com-watch-v-3xbe7ELMBmI
hurricane-festival-2014-06,"CHVRCHES at Hurricane Festival, Scheessel, Germany — June 2014",20.06.2014,The Bones of What You Believe,"- CHVRCHES performed at the Hurricane Festival in Scheessel, Germany on 2014-06-20. [1]",1. www.youtube.com-watch-v-3xbe7ELMBmI
chvrches-mtelus-montreal-2019-07-06,"CHVRCHES at MTelus, Montreal Jazz Fest, 6 July 2019",06.07.2019,Love Is Dead,"- CHVRCHES performed at MTelus in Montreal on 2019-07-06 as part of the 40th Montreal International Jazz Fest. [1]
- The show was described as ""their first headlining Montreal show in six years,"" placing the previous headlining Montreal show around 2013 (corroborated by the 99Scenes backstage Montreal interview, which documents a CHVRCHES show in Montreal in 2013). [1]
- The set opened with ""Get Out"" from Love Is Dead (2018). [1]
- The encore featured ""The Mother We Share,"" during which the crowd enthusiastically sang along to the ""oh oh"" backing vocals throughout the track. [1]
- The set drew primarily from Love Is Dead, with songs from Every Open Eye (2015) and The Bones of What You Believe (2013) also featured; the total running time was just over an hour. [1]
- Martin Doherty and Iain Cook were positioned on synths on opposite sides of the stage, with the front area reserved for Mayberry. [1]
- Lauren Mayberry wore a black dress which she acknowledged on stage had previously served as a Halloween costume. [1]
- Co-billed acts at the 40th Montreal International Jazz Fest included Charlotte Cardin, Chet Faker, Blue Rodeo, alt-J, and Omara Portuondo. [1]",1. badfeelingmag.com-the-best-acts-we-saw-at-this-years-montreal-jazz-fest-alt-j-chvrches-blue-rodeo-omara-portuondo-and-more
passion-pit-uk-tour-support-2012,"CHVRCHES Support Passion Pit on UK Tour, Autumn 2012",,The Bones of What You Believe,"- US indie pop band Passion Pit invited CHVRCHES to support them on a UK tour after becoming converts to the band's online buzz in 2012. [1]
- At the time of the first night of the Passion Pit UK tour, CHVRCHES had played only nine shows in total. [1]
- The first night of the Passion Pit UK tour was at Dublin's Olympia Theatre, playing to a sold-out crowd; the experience was described by the band as ""terrifying."" [1]
- Cook explained the terror in terms of Mayberry's transition from behind instruments to centre stage: ""In all her previous projects, she has had something to hide behind. She played drums in a couple of bands and then she was behind a keyboard. Now she's the singer."" Cook added: ""She is good with a tambourine but you can't hide behind a tambourine. Although I suppose you can channel the spectre of Stevie Nicks..."" [1]
- Glassnote's Daniel Glass attended one of CHVRCHES' Passion Pit support shows during his November 2012 UK trip (three shows total: two solo CHVRCHES shows and one Passion Pit support); this was the visit that preceded the Glassnote signing announcement in January 2013. [2]
- CHVRCHES celebrated the end of the Passion Pit tour with a smaller headline show at London's Electrowerkz — a venue small enough that Mayberry ""could see into the toilets from the stage."" [1]
- At the Electrowerkz headline show, Mayberry performed a cover of Prince's ""I Would Die 4 U,"" which had rapidly become a staple of the band's live set. Cook said: ""Prince is one musical touchstone that we all have."" The cover remained in use through at least June 2013, closing the sold-out Granada Theater, Dallas show on 2013-06-06. [1,3]","1. www.bbc.co.uk-news-entertainment-arts-20780332
2. www.billboard.com-music-music-news-chvrches-hype-dreams-can-blog-buzz-produce-a-hit-album-5695483
3. www.dallasobserver.com-music-chvrches-granada-theater-june-6-2013-7065642"
make-them-gold-song,"""Make Them Gold"" (Song — Every Open Eye)",,Every Open Eye,"- ""Make Them Gold"" appears on Every Open Eye (2015). Its lyrics include: ""We are made of our longest days / We are falling but not alone."" [1]
- Mayberry described ""Make Them Gold"" as reflecting the trio's united approach to adversity: ""There have been great things, and a lot of things that aren't so great, but it's always nice to know that we are coming at it from a united standpoint."" [1]",1. www.bbc.co.uk-news-entertainment-arts-34340401
bbc-live-lounge-2015-02,"CHVRCHES at BBC Radio 1 Live Lounge, February 2015",,Every Open Eye,"- In 2015-02, CHVRCHES performed at the BBC Radio 1 Live Lounge and covered Justin Timberlake's ""Cry Me a River""; Lauren Mayberry sang lead (hitting the high notes on the word ""river""), while Iain Cook and Martin Doherty transposed the Timbaland production onto their own electronic setups. [1,2]
- As of the EOE promotional period (ca. 2015), CHVRCHES' documented cover repertoire also included: Prince (""I Would Die 4U""), Arctic Monkeys (""Do I Wanna Know""), Paramore (""Ignorance""), Haim (""Falling""), East 17 (""Stay Another Day""), and Whitney Houston (""It's Not Right, But It's OK"") — listed in this source without specific event contexts for each. [1]","1. www.bbc.co.uk-programmes-articles-499LFcFTHx2lT11Xn7tYKnV-heaven-sent-chvrches-are-a-perfect-pop-band-for-our-times
2. www.billboard.com-music-pop-chvrches-cover-justin-timberlake-cry-me-a-river-video-6479892"
bbc-live-lounge-month-2015,"CHVRCHES Cover Justin Bieber for BBC Radio 1 Live Lounge Month, 2015",,Every Open Eye,"- CHVRCHES covered Justin Bieber's ""What Do You Mean?"" as part of the BBC Radio 1 Live Lounge Month (ca. 2015, described as ""just"" completed at the time of the BBC EOE promotional feature, suggesting late 2015). [1]",1. www.bbc.co.uk-programmes-articles-499LFcFTHx2lT11Xn7tYKnV-heaven-sent-chvrches-are-a-perfect-pop-band-for-our-times
lollapalooza-2015,"CHVRCHES at Lollapalooza, 2015",,Every Open Eye,"- CHVRCHES performed at Lollapalooza in 2015; the BBC EOE promotional feature described it as their most recent major festival appearance at the time of the article's publication (ca. 2015-09/10). Lollapalooza typically runs in late July/early August in Chicago, IL. [1]",1. www.bbc.co.uk-programmes-articles-499LFcFTHx2lT11Xn7tYKnV-heaven-sent-chvrches-are-a-perfect-pop-band-for-our-times
chvrches-jimmy-kimmel-live-tbowytb,CHVRCHES on Jimmy Kimmel Live (TBOWYTB Era),,The Bones of What You Believe,"- CHVRCHES appeared on Jimmy Kimmel Live during the TBOWYTB touring period (2013–2014), following their debut US television performance on Late Night with Jimmy Fallon. [1]",1. schedule.sxsw.com-2016-2016-events-event-MS36440
chvrches-late-show-letterman-tbowytb,CHVRCHES on Late Show with David Letterman (TBOWYTB Era),,The Bones of What You Believe,- CHVRCHES appeared on Late Show with David Letterman during the TBOWYTB touring period (2013–2014). [1],1. schedule.sxsw.com-2016-2016-events-event-MS36440
chvrches-last-call-carson-daly-tbowytb,CHVRCHES on Last Call with Carson Daly (TBOWYTB Era),,The Bones of What You Believe,- CHVRCHES appeared on Last Call with Carson Daly during the TBOWYTB touring period (2013–2014). [1],1. schedule.sxsw.com-2016-2016-events-event-MS36440
bonnaroo-festival-tbowytb,CHVRCHES at Bonnaroo (TBOWYTB Era),,The Bones of What You Believe,"- CHVRCHES made a ""signature appearance"" at Bonnaroo during the TBOWYTB touring period (2013–2014). [1]",1. schedule.sxsw.com-2016-2016-events-event-MS36440
sasquatch-festival-tbowytb,"CHVRCHES at Sasquatch! Music Festival, George, Washington, 2013",,The Bones of What You Believe,"- CHVRCHES made a ""signature appearance"" at Sasquatch during the TBOWYTB touring period (2013–2014). [1]
- Sasquatch! Music Festival is held in George, Washington; Mayberry described the 2013 edition as ""one of the first US festivals Chvrches played."" [2]
- The Postal Service were playing Sasquatch 2013 as part of the tenth anniversary of the album *Give Up*; Mayberry noted it ""felt like every other band on the line-up stayed to watch"" The Postal Service perform. [2]","1. schedule.sxsw.com-2016-2016-events-event-MS36440
2. www.billboard.com-music-music-news-chvrches-interview-new-album-2026-tell-me-lies-1236180217"
reading-leeds-festival-tbowytb,CHVRCHES at Reading & Leeds Festival (TBOWYTB Era),,The Bones of What You Believe,"- CHVRCHES made a ""signature appearance"" at Reading & Leeds during the TBOWYTB touring period (2013–2014). [1]
- CHVRCHES performed at Reading Festival on 2013-08-23 and at Leeds Festival on 2013-08-24, per the June 2013 tour announcement. [2]","1. schedule.sxsw.com-2016-2016-events-event-MS36440
2. consequence.net-2013-06-chvrches-announce-massive-u-s-tour"
playing-dead-song,"""Playing Dead"" (Song)",,Every Open Eye,"- The SXSW 2016 official CHVRCHES artist bio characterises ""Playing Dead"" (alongside ""Bury It"" and ""Never Ending Circles"") as being about ""being unapologetic and not being told what to do or who to be."" This represents the band's/label's own promotional framing of the song's lyrical theme. [1]",1. schedule.sxsw.com-2016-2016-events-event-MS36440
clearest-blue-song,"""Clearest Blue"" (Song)",,Every Open Eye,"- The album title Every Open Eye is taken from a line in ""Clearest Blue."" [1]
- The SXSW 2016 official CHVRCHES artist bio characterises ""Clearest Blue"" (alongside ""Down Side Of Me"" and ""Afterglow"") as being about ""moving on to better things, holding on to the good and letting go of the bad."" This represents the band's/label's own promotional framing of the song's lyrical theme. [2]
- ""Clearest Blue"" was released as a commercial single in Australia on 2016-02-29 on the Goodbye / Vertigo / Capitol imprint. [3]","1. www.allmusic.com-album-every-open-eye-mw0002861832
2. schedule.sxsw.com-2016-2016-events-event-MS36440
3. australian-charts.com-showinterpret.asp-interpret-Chvrches"
graves-song,"""Graves"" (Song)",,Love Is Dead,"- ""Graves,"" a track on Love Is Dead, contains a lyrical reference to Alan Kurdi, the three-year-old Syrian boy whose body was found on a Turkish beach in 2015 after his family's attempt to cross to Europe by sea. Mayberry's lyrics include: ""They're leaving bodies in stairwells and washing up on the shores."" [1]
- Mayberry described the lyrical influence of the Alan Kurdi tragedy on ""Graves"" as natural and unforced: ""when we're writing, we don't really sit down and think, this is the theme of the song… I think it just is. It feels natural in that time and when we were making the record."" She also connected the song's political content to growing older: ""writing anti-love songs doesn't necessarily feel as relevant to me as it did when I was 23."" [2]","1. www.bbc.com-news-entertainment-arts-43924602
2. www.youtube.com-watch-v-4JQMUksLOTE"
radio-1-biggest-weekend-2018-05-26,"CHVRCHES at BBC Radio 1's Biggest Weekend, Swansea, 2018-05-26",26.05.2018,Love Is Dead,"- CHVRCHES performed at BBC Radio 1's Biggest Weekend in Swansea on 2018-05-26, the day after the release of Love Is Dead (2018-05-25). [1]",1. www.bbc.com-news-entertainment-arts-43924602
chvrches-maida-vale-huw-stephens-2012,"CHVRCHES — BBC Radio 1 Session for Huw Stephens at Maida Vale Studios, 2012",,The Bones of What You Believe,"- CHVRCHES recorded a session for Huw Stephens' show on BBC Radio 1, held at Maida Vale Studios in London; based on a Breaking More Waves blog post dated 2012-11-08 that references the session as happening ""this week,"" the session took place in approximately 2012-11. [1,2]
- Martin Doherty described the Maida Vale session as ""a really, really big deal for me,"" stating it ""kind of lived up to the hype."" He had grown up listening to Steve Lamacq and John Peel, both of whom regularly featured Maida Vale sessions; recording one was a goal he had held since his teenage years. [1]
- The session included at least ""We Sink"" and ""Science/Visions"" (referred to as ""Science & Vision"" in the Breaking More Waves post); the latter was characterised as having ""electroclash pulses."" [2]
- ""We Sink"" was performed with male lead vocals at this session, described by the Breaking More Waves reviewer as ""featuring male rather than their normal lead female vocals."" [2]","1. www.youtube.com-watch-v-PO2BRYdW9qk
2. breakingmorewaves.blogspot.com-2012-11-ones-to-watch-2013-1-chvrches.html-m-0"
7-inches-for-planned-parenthood,"7-Inches for Planned Parenthood (Charity Boxset, 2017)",,Every Open Eye,"- CHVRCHES contributed to the ""7-Inches for Planned Parenthood"" charity vinyl boxset, organized by Brandon Stosuy (The Creative Independent) and Matt Berninger of The National, with proceeds going to Planned Parenthood (described by the project website as approximately half the gross profits). [1,2]
- CHVRCHES' contribution was a new live version of ""Down Side of Me""; an accompanying video directed by Kristen Stewart was released on 2017-04-28 as the collection's first single. [1,2]
- The boxset was announced as available for pre-order on 2017-04-28. [1]
- The project was conceived in November [2016] when Brandon Reid suggested to Matt Berninger pulling together artists for a series of 7"" vinyl records benefiting progressive institutions; Planned Parenthood was their first choice. [1]
- Brandon Stosuy curated the music and visual art pairings for the boxset; Emily Alexander handled the literary component; Mark ""Flanny"" Flanagan handled comedy selections. [1]
- CHVRCHES were among approximately 30 contributors; a partial list of other contributors includes John Legend, Björk, Bon Iver, Arca, Common, Feist, Foo Fighters, Mitski, Sarah Silverman, Sharon Van Etten, Sleater-Kinney, and St. Vincent. [1,2]
- The video for ""Down Side of Me (Live)"" was previewed approximately one week before its official release on 2017-04-28 (teaser date approximately 2017-04-21). [2]
- The vinyl box set was priced at $100 per order; buyers from 2017-04-28 received immediate access to a digital version of the compilation, with physical vinyl expected to ship in fall 2017. [2]
- Lauren Mayberry stated in a press release dated 2017-04-28: ""'Down Side Of Me' was not written specifically for this project but I really like how the lyrics can be interpreted in a way that supports the goal of the project as a whole. We should all be able to have faith that our governments are working in our best interests — and if they aren't then, they should be challenged and held to account. 'I'll believe that you're all that you said you would be.'"" [2]","1. thecreativeindependent.com-notes-7-inches-for-planned-parenthood
2. www.billboard.com-music-rock-chvrches-kristen-stewart-down-side-of-me-planned-parenthood-video-7776825"
wonderland-song,"""Wonderland"" (Song)",,Love Is Dead,"- ""Wonderland"" is the closing track of Love Is Dead (2018). It is preceded by ""ii,"" an instrumental/spoken word intro track containing the lyric ""Truth exists somewhere between the dark and the light."" [1]",1. www.the-beatyard.com-act-chvrches
chvrches-berghain-berlin-2013-04-19,"CHVRCHES at Berghain, Berlin, 19 April 2013",19.04.2013,The Bones of What You Believe,"- CHVRCHES performed at Berghain, Berlin on 2013-04-19 as part of a Vertigo Berlin label night (""Label-Abend""). The show was sold out. [1]
- Arthur Beatrice supported CHVRCHES at the 2013-04-19 Berghain show. Set times: Arthur Beatrice 21:15, CHVRCHES 22:30; doors 20:00; venue age restriction 18+. [1]",1. www.berghain.berlin-de-event-648
a2im-libera-awards-2014-06,A2IM Libera Awards 2014 — CHVRCHES Win Breakthrough Artist of the Year,19.06.2014,The Bones of What You Believe,"- CHVRCHES won the A2IM Breakthrough Artist of the Year award for *The Bones of What You Believe* (Glassnote Records) at the third annual A2IM Libera Awards (colloquially ""the Libbys""), held at the Highline Ballroom, New York City, on 2014-06-19. [1]
- At the same ceremony, Glassnote Records — CHVRCHES' label at the time — won the Label of the Year award in the category of 6 or more full-time employees worldwide. [1]",1. www.billboard.com-articles-6128674-arcade-fire-arctic-monkeys-daptone-bruce-iglauer-honored-at-a2ims
forecastle-festival-2019-07,"CHVRCHES at Forecastle Festival, Louisville, Kentucky, July 2019",14.07.2019,Love Is Dead,"- CHVRCHES were booked as a non-headlining act at the 17th annual Forecastle Festival in Louisville, Kentucky, held at Waterfront Park on the banks of the Ohio River, 2019-07-12 to 2019-07-14. The lineup was publicly announced on 2019-02-11. Day headliners were The Killers (Friday, 2019-07-12), Anderson .Paak & The Free Nationals (Saturday, 2019-07-13), and The Avett Brothers (Sunday, 2019-07-14). [1,2,3]
- CHVRCHES were listed specifically on the Sunday (2019-07-14) day lineup in the official Forecastle Festival press release. [2]
- Co-billed acts at the 2019 Forecastle Festival included Portugal. The Man, Maggie Rogers, Nelly, Chromeo, Moon Taxi, Tyler Childers, Judah & The Lion, First Aid Kit, and Dawes, among others. [1,2]","1. www.billboard.com-culture-events-2019-forecastle-festival-lineup-8497718
2. www.wuky.org-rock-roots-2019-03-01-2019-forecastle-festival-line-up
3. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city"
chvrches-pitchfork-session-2013-04,"CHVRCHES Pitchfork Filmed Session, April 2013",,The Bones of What You Believe,"- In April 2013, CHVRCHES filmed a session for Pitchfork; this was among their early US promotional activities ahead of the September 2013 release of The Bones of What You Believe. [1]",1. www.billboard.com-music-music-news-chvrches-hype-dreams-can-blog-buzz-produce-a-hit-album-5695483
chvrches-first-us-tour-2013-03,"CHVRCHES First US Tour, March 2013",,The Bones of What You Believe,"- CHVRCHES' first US tour kicked off in San Francisco on 2013-03-10, per a Billboard trade piece published 2013-03-04 announcing the upcoming run. [1]
- Both of CHVRCHES' 2013-03-18 shows at Mercury Lounge, New York City had already sold out at the time of the Billboard article's publication (2013-03-04), nearly two weeks before the shows. [1]
- The North American tour was planned to wrap in late March 2013, after which the band intended to return to recording their full-length debut. [1]",1. www.billboard.com-music-music-news-chvrches-prepping-glassnote-debut-after-amazing-reaction-to-1550579
billboard-women-in-music-tightrope,"CHVRCHES Cover Janelle Monáe's ""Tightrope"" at Billboard's Women in Music Awards",,The Bones of What You Believe,"- CHVRCHES performed a live cover of Janelle Monáe's ""Tightrope"" at Billboard's Women in Music Awards. The event predates 2015-02 (the date of the BBC Radio 1 ""Cry Me a River"" cover, which a contemporaneous Billboard article invoked the Women in Music performance as a recent precedent for); Billboard Women in Music 2014, held in December 2014, is the most likely occasion. [1]",1. www.billboard.com-music-pop-chvrches-cover-justin-timberlake-cry-me-a-river-video-6479892
really-gone-song,"""Really Gone"" (Song)",,Love Is Dead,"- ""Really Gone"" is a track on Love Is Dead (2018) and one of three tracks on the album self-produced by CHVRCHES (not produced with Greg Kurstin); the other two self-produced tracks were ""My Enemy"" (feat. Matt Berninger of The National) and ""God's Plan."" After six months of writing and recording, Doherty said the band were able to see these three tracks ""through to the end of the process."" On the decision to self-produce, Doherty quipped: ""It was cheap."" [1]",1. www.billboard.com-music-pop-chvrches-interview-love-is-dead-8457973
governors-ball-2018-06,"CHVRCHES at Governors Ball, New York City, June 2018",03.06.2018,Love Is Dead,"- CHVRCHES performed at Governors Ball in New York City on 2018-06-03, as part of the Love Is Dead touring cycle. [1]
- The 2018 Governors Ball appearance was framed by Doherty as a ""rain check"" from a 2016 booking: Governors Ball had cancelled its Sunday lineup in 2016 — including a headlining set by Kanye West — due to thunderstorms, implying CHVRCHES had been on the cancelled 2016 Sunday bill and the 2018 appearance was the rescheduled make-up date. Doherty: ""I'm going to be so pissed if we get rained off again, honestly."" [1]",1. www.billboard.com-music-pop-chvrches-interview-love-is-dead-8457973
chvrches-brazil-coldplay-support-2023-03,"CHVRCHES Support Coldplay on Global Stadium Tour, Brazil, March 2023",,Screen Violence,"- CHVRCHES were confirmed to perform a string of dates supporting Coldplay's global stadium tour in Brazil in March 2023; the booking was announced alongside the ""Over"" single and Island Records deal in a Billboard interview published 2023-02-23. [1]
- At the time of the 2023-02-23 Billboard interview, Mayberry cryptically added: ""there's another batch of shows that are coming, at some point"" — indicating additional upcoming live activity beyond the Brazil dates had not yet been publicly announced. [1]
- The Coldplay stadium tour support was completed by October 2023; the BroadwayWorld anniversary-edition press release (2023-10-20) references it as ""Having completed a stadium tour with Coldplay earlier this year."" [2]","1. www.billboard.com-music-pop-chvrches-interview-over-single-island-records-feature-1235259499
2. www.broadwayworld.com-bwwmusic-article-CHVRCHES-Release-10-Year-Anniversary-Special-Edition-Of-The-Bones-Of-What-You-Believe-20231020"
billboard-nyc-studio-2013-10,"CHVRCHES at Billboard's NYC Studio — Performance and Interview, October 2013",,The Bones of What You Believe,"- CHVRCHES performed ""Recover"" and ""The Mother We Share"" at Billboard's NYC studio in 2013-10, and sat for an interview as part of the US promotional campaign for The Bones of What You Believe. [1]
- Iain Cook on the state of the band's current US touring: ""We can see the rooms getting bigger. People know the songs; the record's finally out there. It's getting to a nice level and we're enjoying ourselves."" [1]
- Iain Cook stated the band was already beginning to think about new material during the TBOWYTB touring cycle: ""Ultimately we want to get some time to start getting new ideas down for the new record. Things are starting to build up creatively, and it would be great to really get the ball rolling on that. We're just trying to get the time window to do it, during all the touring."" [1]
- Lauren Mayberry described her philosophy on the relationship between performer and listener as a ""transfer of ownership"" of a song's meaning in live performance: ""You see someone really enjoying the song. But they're enjoying it in a different way than you are because it means something different to them… That can be a powerful thing about lyrics."" [1]",1. www.billboard.com-music-pop-chvrches-perform-two-songs-talk-new-music-watch-5747945
chvrches-bangkok-cancelled-2014,"CHVRCHES Bangkok Show — Scheduled and Cancelled, 2014",,The Bones of What You Believe,"- CHVRCHES were scheduled to appear in Bangkok in 2014 but cancelled unexpectedly; the cancellation is noted in a 2016 BK Magazine announcement as background context for what the article describes as the band's Bangkok debut that September. No further details — promoter, venue, or specific date — are known from this source. [1]",1. www.bkmagazine.com-city-living-its-official-chrvches-coming-bangkok
chvrches-bitec-bangna-bangkok-2016-09-03,"CHVRCHES at BITEC Bangna Hall, Bangkok — 3 September 2016 (Bangkok Debut)",03.09.2016,Every Open Eye,"- CHVRCHES performed at BITEC Bangna Hall (88 Bang Na-Trat Rd.), Bangkok, Thailand on 2016-09-03, presented by Tiger Jams and Fungjai as part of the ""Center Stage"" event series; the show was billed as CHVRCHES' Bangkok debut. [1]
- Ticket pricing was tiered: B700 (early bird), B1,000 (regular admission), and B1,500 at the door; tickets went on sale no later than 2016-07-14, the date of the BK Magazine announcement article. [1]
- Local support acts included Polycat, Jelly Rocket, and Somkiat (described as ""local indie rockers""), and Monkey Business, Mirrr, and 23'0 (described as ""up and coming bands""); visual artist DJs Dudesweet, Eyedropper Fill, and Tuna Dunn also performed on the bill. [1]",1. www.bkmagazine.com-city-living-its-official-chrvches-coming-bangkok
primavera-sound-2014,"CHVRCHES at Primavera Sound, Barcelona, May 2014",,The Bones of What You Believe,"- CHVRCHES performed at Primavera Sound, Barcelona in May 2014, during the TBOWYTB touring cycle; a Blisstopic video interview filmed at the festival features all three members — Lauren Mayberry, Martin Doherty, and Iain Cook. [1]
- Martin Doherty stated the band does not significantly change songs from the recorded versions for live performance, because festival audiences are often connecting with the album for the first time: ""we don't really change the songs live too much from the record because it's a lot of places that we go to we're going to the first time and the people were just connecting with the album for the first time so we try to deliver the album relatively close to what is on the record."" [1]
- Iain Cook stated his opposition to artists completely reinventing their music for live performance, citing the experience of first-time audience members who paid to hear their favourite songs as they know them: ""always pissing me off when artists take upon themselves to completely reinvent their music for live because you know it's one sense all of people are seeing for the first time and they paid to hear their favorite songs and then just completely fuck it up."" [1]
- Cook cited seeing Prince play ""a blues rock version of Let's Go Crazy"" as an example of this, saying ""This isn't the song I know and love."" The remark was made at Primavera Sound 2014 on 2014-05-30; Prince headlined the festival the preceding night (2014-05-29), making the ""the other day"" reference consistent with CHVRCHES witnessing Prince's Primavera Sound set. [1]
- Martin Doherty described the festival environment as motivating CHVRCHES to push harder to win over new fans who had not specifically bought a ticket to see them: ""in a festival environment it's possible that you will be playing in front of a lot of people who've heard your name and are interested and heard other people talking about it but have never seen you playing. That encourages you to like push harder and try to win people over."" [1]",1. www.youtube.com-watch-v-3nDBL0JItB0
block-fm-chatroom-2018-06,"Lauren Mayberry on Block FM CHATROOM, June 2018",,Love Is Dead,"- Lauren Mayberry appeared on Block FM's recurrent ""CHATROOM"" interview segment in approximately 2018-06-11 (YouTube upload date; actual filming date may differ), in a segment titled ""Block FM presents CHATROOM w/ Lauren Mayberry (CHVRCHES) — Craziest Fan Moments."" [1]
- During the interview, Mayberry recounted attending a CHVRCHES show in San Francisco (specific date unknown; at some point before 2018-06-11) at which audience members dressed as ""furries"" — people in ""big animal suits, head to toe"" — were visible in the crowd, including someone costumed as a giant panda and someone costumed as a giant tiger. Mayberry: ""I was like, 'Am I really jet-lagged, or is that happening?' And it was happening. I don't know why, but good for them — they were being free and being themselves."" [1]",1. www.youtube.com-watch-v-_b_pgKnx1tA
chvrches-boiler-room-album-launch-2013-09-27,"CHVRCHES at Boiler Room Album Launch Party, London, 27 September 2013",27.09.2013,The Bones of What You Believe,"- CHVRCHES performed at a Boiler Room event billed as the ""Album Launch Party"" in London on 2013-09-27, running from 19:30 to 23:00 GMT. [1]
- Alex Patchwork and Cid Rim also performed on the bill at the same event. [1]",1. boilerroom.tv-session-chvrches-album-launch-party
